"","monitoring_period","grid","station","common_name","full_density_km2","Year","GridYear","Dist","AnthroDistPerc","EVI","MFADim1","MFADim2","PCADim1","PCADim2","MFAwLag","PCA1wLagNo","PCA2wLagNo","PCA2wLag1Y","MFADim1No2016","MFADim2No2016","ScaledMFADim1No2016","ScaledEvi","ScaledDirAlt","ScaledPCADim1","ScaledPCADim2","ScaledMFADim2No2016","ScaledBufAlt"
"1305","monitor_2018","LLB",143,"White-tailed Deer",2.024852759,"2018","LLB2018",15.5714458333333,94.3393326752579,1538.911509,-2.2311805977416,0.528225659541379,2.05759193491029,1.14557937730544,-1.86887962884857,0.982030656837917,-0.180540985799868,-1.60903710433317,-2.25613533213122,0.60045944884269,0.388361508806264,0.461112193303089,1,0.817800236252818,0.751489617183405,0.544289679755562,0.940113911907171
"1309","monitor_2018","LLB",144,"White-tailed Deer",0,"2018","LLB2018",15.5714458333333,94.3393326752579,1538.911509,-2.2311805977416,0.528225659541379,2.05759193491029,1.14557937730544,-1.86887962884857,0.982030656837917,-0.180540985799868,-1.60903710433317,-2.25613533213122,0.60045944884269,0.388361508806264,0.461112193303089,1,0.817800236252818,0.751489617183405,0.544289679755562,0.940113911907171
"1313","monitor_2018","LLB",145,"White-tailed Deer",0.783951038,"2018","LLB2018",15.5714458333333,94.3393326752579,1538.911509,-2.2311805977416,0.528225659541379,2.05759193491029,1.14557937730544,-1.86887962884857,0.982030656837917,-0.180540985799868,-1.60903710433317,-2.25613533213122,0.60045944884269,0.388361508806264,0.461112193303089,1,0.817800236252818,0.751489617183405,0.544289679755562,0.940113911907171
"1317","monitor_2018","LLB",146,"White-tailed Deer",1.407590737,"2018","LLB2018",15.5714458333333,94.3393326752579,1538.911509,-2.2311805977416,0.528225659541379,2.05759193491029,1.14557937730544,-1.86887962884857,0.982030656837917,-0.180540985799868,-1.60903710433317,-2.25613533213122,0.60045944884269,0.388361508806264,0.461112193303089,1,0.817800236252818,0.751489617183405,0.544289679755562,0.940113911907171
"1321","monitor_2018","LLB",147,"White-tailed Deer",2.255620241,"2018","LLB2018",15.5714458333333,94.3393326752579,1538.911509,-2.2311805977416,0.528225659541379,2.05759193491029,1.14557937730544,-1.86887962884857,0.982030656837917,-0.180540985799868,-1.60903710433317,-2.25613533213122,0.60045944884269,0.388361508806264,0.461112193303089,1,0.817800236252818,0.751489617183405,0.544289679755562,0.940113911907171
"1325","monitor_2018","LLB",148,"White-tailed Deer",0.443809595,"2018","LLB2018",15.5714458333333,94.3393326752579,1538.911509,-2.2311805977416,0.528225659541379,2.05759193491029,1.14557937730544,-1.86887962884857,0.982030656837917,-0.180540985799868,-1.60903710433317,-2.25613533213122,0.60045944884269,0.388361508806264,0.461112193303089,1,0.817800236252818,0.751489617183405,0.544289679755562,0.940113911907171
"1329","monitor_2018","LLB",149,"White-tailed Deer",0,"2018","LLB2018",15.5714458333333,94.3393326752579,1538.911509,-2.2311805977416,0.528225659541379,2.05759193491029,1.14557937730544,-1.86887962884857,0.982030656837917,-0.180540985799868,-1.60903710433317,-2.25613533213122,0.60045944884269,0.388361508806264,0.461112193303089,1,0.817800236252818,0.751489617183405,0.544289679755562,0.940113911907171
"1333","monitor_2018","LLB",150,"White-tailed Deer",0.693805478,"2018","LLB2018",15.5714458333333,94.3393326752579,1538.911509,-2.2311805977416,0.528225659541379,2.05759193491029,1.14557937730544,-1.86887962884857,0.982030656837917,-0.180540985799868,-1.60903710433317,-2.25613533213122,0.60045944884269,0.388361508806264,0.461112193303089,1,0.817800236252818,0.751489617183405,0.544289679755562,0.940113911907171
"1337","monitor_2018","LRN",51,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1341","monitor_2018","LRN",52,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1345","monitor_2018","LRN",53,"White-tailed Deer",0.026228834,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1349","monitor_2018","LRN",54,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1353","monitor_2018","LRN",55,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1357","monitor_2018","LRN",57,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1361","monitor_2018","LRN",58,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1365","monitor_2018","LRN",59,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1369","monitor_2018","LRN",60,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1373","monitor_2018","LRN",61,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1377","monitor_2018","LRN",62,"White-tailed Deer",0.016366624,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1381","monitor_2018","LRN",63,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1385","monitor_2018","LRN",64,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1389","monitor_2018","LRN",65,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1393","monitor_2018","LRN",66,"White-tailed Deer",0.397576819,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1397","monitor_2018","LRN",67,"White-tailed Deer",0.405923948,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1401","monitor_2018","LRN",68,"White-tailed Deer",1.326665866,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1405","monitor_2018","LRN",69,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1409","monitor_2018","LRN",70,"White-tailed Deer",0.03115994,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1413","monitor_2018","LRN",71,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1417","monitor_2018","LRN",72,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1421","monitor_2018","LRN",73,"White-tailed Deer",0.497260905,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1425","monitor_2018","LRN",74,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1429","monitor_2018","LRN",75,"White-tailed Deer",0,"2018","LRN2018",0.392577981616032,25.3658427876357,1157.846197,2.27554580017575,-2.6453238089885,0.765698264358887,1.93585378712092,1.90296559440221,-0.40726269641508,-0.502902507972473,-0.969349431074658,2.44789600332006,-2.82793581586086,0.854396485840702,0.29954457245748,0.0197466390702472,0.686266215736004,0.890623553202112,0.00275596867420084,0
"1433","monitor_2018","MAC",26,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1437","monitor_2018","MAC",27,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1441","monitor_2018","MAC",28,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1445","monitor_2018","MAC",29,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1449","monitor_2018","MAC",30,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1453","monitor_2018","MAC",31,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1457","monitor_2018","MAC",32,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1461","monitor_2018","MAC",33,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1465","monitor_2018","MAC",34,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1469","monitor_2018","MAC",35,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1473","monitor_2018","MAC",36,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1477","monitor_2018","MAC",37,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1481","monitor_2018","MAC",38,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1484","monitor_2018","MAC",39,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1488","monitor_2018","MAC",40,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1491","monitor_2018","MAC",41,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1495","monitor_2018","MAC",42,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1499","monitor_2018","MAC",43,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1503","monitor_2018","MAC",44,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1507","monitor_2018","MAC",45,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1511","monitor_2018","MAC",46,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1515","monitor_2018","MAC",47,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1519","monitor_2018","MAC",48,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1523","monitor_2018","MAC",49,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1527","monitor_2018","MAC",50,"White-tailed Deer",0,"2018","MAC2018",2.77614927536232,66.6807193870131,1387.341398,3.97029227280717,3.37963788102662,0.477829014961258,1.77517998568709,3.83848103758744,-1.11655956198611,-1.44390222987107,0.277080238875032,3.91757859563447,3.48551548881254,1,0.396848085670078,0.173677999072577,0.656956837867262,0.862335684923806,1,0.563124909629561
"1531","monitor_2018","MCC",26,"White-tailed Deer",0.157973465,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1535","monitor_2018","MCC",27,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1539","monitor_2018","MCC",28,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1543","monitor_2018","MCC",29,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1547","monitor_2018","MCC",30,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1551","monitor_2018","MCC",31,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1555","monitor_2018","MCC",32,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1559","monitor_2018","MCC",33,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1563","monitor_2018","MCC",34,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1567","monitor_2018","MCC",35,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1571","monitor_2018","MCC",36,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1575","monitor_2018","MCC",37,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1579","monitor_2018","MCC",38,"White-tailed Deer",0,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
"1583","monitor_2018","MCC",39,"White-tailed Deer",0.099913838,"2018","MCC2018",0.0868084357931551,26.7544951028706,1354.518868,3.14651623195217,-0.885173438009082,0.950461932277877,2.55710701558772,2.8155785350533,-0.639782441462083,-0.670873565318798,-1.29405747563973,3.0975979786523,-1.15805611900661,0.918763371084706,0.382931683638099,0,0.705077909485108,1,0.266522564844405,0.0189274366496672
